2024-06-25 09:06:656 INFO  HomePage :69 - Clicking on menu tab : [[[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (1bd222bd9ee6f8509aa8b65964b6c831)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2024-06-25 09:06:338 INFO  RegisterPage :116 - Enter month July
2024-06-25 09:06:410 INFO  RegisterPage :122 - Enter year 1994
2024-06-25 09:06:578 INFO  RegisterPage :92 - Enter emailId sanganipriyanka4vOSS4@gmail.com
2024-06-25 09:06:693 INFO  RegisterPage :98 - Enter password Test@1234
2024-06-25 09:06:787 INFO  RegisterPage :104 - Enter confirm password Test@1234
2024-06-25 09:06:305 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (0b882712993c6f2536ca68bd9985351a)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:371 INFO  RegisterPage :85 - Registration complete text display[[ChromeDriver: chrome on windows (0b882712993c6f2536ca68bd9985351a)] -> xpath: //div[@class = 'result']]
2024-06-25 09:06:691 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (642a061b98112b0a315d0354baf511b0)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:807 INFO  RegisterPage :141 - Clicking on female radio button[[ChromeDriver: chrome on windows (642a061b98112b0a315d0354baf511b0)] -> id: gender-female]
2024-06-25 09:06:969 INFO  RegisterPage :128 - Enter First Name keyur
2024-06-25 09:06:82 INFO  RegisterPage :134 - Enter Last Name patel
2024-06-25 09:06:200 INFO  RegisterPage :110 - Enter date 15
2024-06-25 09:06:309 INFO  RegisterPage :116 - Enter month July
2024-06-25 09:06:408 INFO  RegisterPage :122 - Enter year 1994
2024-06-25 09:06:541 INFO  RegisterPage :92 - Enter emailId keyurvBxe7v@gmail.com
2024-06-25 09:06:660 INFO  RegisterPage :98 - Enter password Test@1234
2024-06-25 09:06:768 INFO  RegisterPage :104 - Enter confirm password Test@1234
2024-06-25 09:06:340 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (642a061b98112b0a315d0354baf511b0)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:453 INFO  RegisterPage :85 - Registration complete text display[[ChromeDriver: chrome on windows (642a061b98112b0a315d0354baf511b0)] -> xpath: //div[@class = 'result']]
2024-06-25 09:06:797 INFO  HomePage :69 - Clicking on menu tab : [[[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2024-06-25 09:06:870 INFO  ComputerPage :35 - Get computer text[[ChromeDriver: chrome on windows (20a6268d3bf4e4efafddd6f958b535f9)] -> xpath: //h1]
2024-06-25 09:06:537 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (f600e6943d2193f050c9763ae2322207)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:634 INFO  DesktopPage :38 - Get desktop text[[ChromeDriver: chrome on windows (f600e6943d2193f050c9763ae2322207)] -> xpath: //h1]
2024-06-25 09:06:934 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:520 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:653 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> css selector: #product_attribute_1]
2024-06-25 09:06:794 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> css selector: #product_attribute_2]
2024-06-25 09:06:890 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_3]]
2024-06-25 09:06:983 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_4]]
2024-06-25 09:06:66 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> name: product_attribute_5]]
2024-06-25 09:06:133 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:425 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (adfd6f33c9c97dd098a8bfef5b9a4091)] -> xpath: //p[@class='content']]
2024-06-25 09:06:991 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:580 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:674 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> css selector: #product_attribute_1]
2024-06-25 09:06:785 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> css selector: #product_attribute_2]
2024-06-25 09:06:859 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_3]]
2024-06-25 09:06:940 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_4]]
2024-06-25 09:06:36 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> name: product_attribute_5]]
2024-06-25 09:06:104 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:403 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (04bd18adebf5f65d195484a339b41c71)] -> xpath: //p[@class='content']]
2024-06-25 09:06:868 INFO  ComputerPage :42 - Clicking on logout link[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Desktops']]
2024-06-25 09:06:409 INFO  DesktopPage :44 - Clicking on logout link[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> xpath: //body/div[6]/div[3]/div[1]/div[3]/div[1]/div[2]/div[2]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/a[1]/img[1]]
2024-06-25 09:06:521 INFO  BuildYourOwnComputerPage :54 - Select processor : [[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> css selector: #product_attribute_1]
2024-06-25 09:06:624 INFO  BuildYourOwnComputerPage :59 - select ram[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> css selector: #product_attribute_2]
2024-06-25 09:06:715 INFO  BuildYourOwnComputerPage :73 - select hdd[[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_3], [[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_3]]
2024-06-25 09:06:787 INFO  BuildYourOwnComputerPage :87 - select os[[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_4], [[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_4]]
2024-06-25 09:06:884 INFO  BuildYourOwnComputerPage :104 - select checkBox[[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_5], [[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> name: product_attribute_5]]
2024-06-25 09:06:985 INFO  BuildYourOwnComputerPage :108 - Clicking on logout link[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> css selector: #add-to-cart-button-1]
2024-06-25 09:06:272 INFO  BuildYourOwnComputerPage :114 - Get product successfully added text[[ChromeDriver: chrome on windows (23ea42cbb2692145a6344c6243f547b0)] -> xpath: //p[@class='content']]
2024-06-25 09:06:681 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (547d8d3e4be1869efd20644806a8f7ed)] -> link text: Log in]
2024-06-25 09:06:730 INFO  LoginPage :39 - Getting text from : [[ChromeDriver: chrome on windows (547d8d3e4be1869efd20644806a8f7ed)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2024-06-25 09:06:20 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (a7a076b8f153fd9d6fe8ac415dc2be99)] -> link text: Log in]
2024-06-25 09:06:179 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (a7a076b8f153fd9d6fe8ac415dc2be99)] -> id: Email]
2024-06-25 09:06:274 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (a7a076b8f153fd9d6fe8ac415dc2be99)] -> name: Password]
2024-06-25 09:06:593 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (a7a076b8f153fd9d6fe8ac415dc2be99)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:634 INFO  LoginPage :59 - Getting error message : [[ChromeDriver: chrome on windows (a7a076b8f153fd9d6fe8ac415dc2be99)] -> xpath: //div[@class='message-error validation-summary-errors']]
2024-06-25 09:06:725 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (66f0858a417e97d50f150bf77e9fd9ac)] -> link text: Log in]
2024-06-25 09:06:865 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (66f0858a417e97d50f150bf77e9fd9ac)] -> id: Email]
2024-06-25 09:06:972 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (66f0858a417e97d50f150bf77e9fd9ac)] -> name: Password]
2024-06-25 09:06:556 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (66f0858a417e97d50f150bf77e9fd9ac)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:635 INFO  HomePage :45 - Get logout link[[ChromeDriver: chrome on windows (66f0858a417e97d50f150bf77e9fd9ac)] -> link text: Log out]
2024-06-25 09:06:585 INFO  HomePage :57 - Clicking on login link : [[ChromeDriver: chrome on windows (2f7b83f74ec4245eab85058248606c1d)] -> link text: Log in]
2024-06-25 09:06:723 INFO  LoginPage :45 - Enter email : [[ChromeDriver: chrome on windows (2f7b83f74ec4245eab85058248606c1d)] -> id: Email]
2024-06-25 09:06:827 INFO  LoginPage :50 - Enter password : [[ChromeDriver: chrome on windows (2f7b83f74ec4245eab85058248606c1d)] -> name: Password]
2024-06-25 09:06:388 INFO  LoginPage :55 - Click on login button : [[ChromeDriver: chrome on windows (2f7b83f74ec4245eab85058248606c1d)] -> xpath: //button[contains(text(),'Log in')]]
2024-06-25 09:06:990 INFO  HomePage :76 - Clicking on logout link[[ChromeDriver: chrome on windows (2f7b83f74ec4245eab85058248606c1d)] -> link text: Log out]
2024-06-25 09:06:412 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (e84afe44532376821b569d2ef33b5069)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:483 INFO  RegisterPage :182 - Get register text[[ChromeDriver: chrome on windows (e84afe44532376821b569d2ef33b5069)] -> xpath: //h1[contains(text(),'Register')]]
2024-06-25 09:06:753 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:852 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:898 INFO  RegisterPage :154 - Get first name required text display[[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> id: FirstName-error]
2024-06-25 09:06:926 INFO  RegisterPage :161 - Get last name required text display[[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> id: LastName-error]
2024-06-25 09:06:966 INFO  RegisterPage :168 - Get Email required text display[[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> id: Email-error]
2024-06-25 09:06:992 INFO  RegisterPage :175 - Get password required text display[[ChromeDriver: chrome on windows (48be38954c6ec363d6dfe99790657821)] -> id: ConfirmPassword-error]
2024-06-25 09:06:934 INFO  HomePage :62 - Clicking on register link : [[ChromeDriver: chrome on windows (7f01e7708972fb90bd3b053aed75b04e)] -> xpath: //a[contains(text(),'Register')]]
2024-06-25 09:06:36 INFO  RegisterPage :141 - Clicking on female radio button[[ChromeDriver: chrome on windows (7f01e7708972fb90bd3b053aed75b04e)] -> id: gender-female]
2024-06-25 09:06:147 INFO  RegisterPage :128 - Enter First Name keyur
2024-06-25 09:06:248 INFO  RegisterPage :134 - Enter Last Name patel
2024-06-25 09:06:325 INFO  RegisterPage :110 - Enter date 15
2024-06-25 09:06:410 INFO  RegisterPage :116 - Enter month July
2024-06-25 09:06:488 INFO  RegisterPage :122 - Enter year 1994
2024-06-25 09:06:613 INFO  RegisterPage :92 - Enter emailId keyurfVtZP9@gmail.com
2024-06-25 09:06:712 INFO  RegisterPage :98 - Enter password Test@1234
2024-06-25 09:06:802 INFO  RegisterPage :104 - Enter confirm password Test@1234
2024-06-25 09:06:350 INFO  RegisterPage :148 - Clicking on register link[[ChromeDriver: chrome on windows (7f01e7708972fb90bd3b053aed75b04e)] -> xpath: //button[@id='register-button']]
2024-06-25 09:06:404 INFO  RegisterPage :85 - Registration complete text display[[ChromeDriver: chrome on windows (7f01e7708972fb90bd3b053aed75b04e)] -> xpath: //div[@class = 'result']]
